Source,Target,t,Type
762,771,118620,Undirected
120,819,118620,Undirected
762,771,118640,Undirected
120,819,118860,Undirected
448,533,118900,Undirected
120,819,118920,Undirected
448,533,118920,Undirected
120,819,118940,Undirected
448,533,118940,Undirected
120,819,118960,Undirected
120,819,119120,Undirected
120,819,119140,Undirected
120,819,119160,Undirected
492,601,119200,Undirected
492,601,119220,Undirected
79,222,119420,Undirected
79,222,119500,Undirected
79,222,119520,Undirected
826,987,119820,Undirected
79,222,119940,Undirected
79,222,119960,Undirected
123,492,119980,Undirected
194,786,120040,Undirected
194,786,120060,Undirected
95,123,120260,Undirected
48,875,120440,Undirected
150,154,120460,Undirected
150,154,120480,Undirected
39,95,120480,Undirected
39,95,120500,Undirected
95,242,120600,Undirected
172,196,120860,Undirected
267,603,120920,Undirected
267,603,120940,Undirected
164,267,120960,Undirected
164,267,120980,Undirected
164,267,121000,Undirected
15,95,121160,Undirected
80,875,121180,Undirected
15,95,121180,Undirected
102,335,121400,Undirected
102,335,121420,Undirected
15,95,121520,Undirected
15,95,121540,Undirected
15,95,121560,Undirected
271,533,121680,Undirected
210,778,121740,Undirected
15,95,121780,Undirected
15,95,121840,Undirected
271,533,121840,Undirected
765,786,121860,Undirected
134,285,122080,Undirected
134,285,122100,Undirected
134,285,122120,Undirected
35,210,122140,Undirected
35,210,122200,Undirected
35,210,122240,Undirected
35,210,122260,Undirected
35,210,122280,Undirected
150,533,122360,Undirected
150,533,122380,Undirected
123,253,122480,Undirected
123,253,122500,Undirected
150,533,122560,Undirected
150,533,122580,Undirected
150,533,122700,Undirected
150,533,122720,Undirected
50,131,122740,Undirected
150,533,122740,Undirected
50,131,122820,Undirected
150,533,122820,Undirected
50,131,122840,Undirected
50,131,122860,Undirected
150,533,122860,Undirected
50,131,122880,Undirected
150,533,122880,Undirected
50,131,122900,Undirected
150,533,122900,Undirected
50,131,122920,Undirected
150,533,122920,Undirected
50,131,122960,Undirected
150,533,122980,Undirected
50,131,123000,Undirected
150,533,123020,Undirected
50,131,123040,Undirected
123,253,123040,Undirected
119,778,123060,Undirected
150,533,123060,Undirected
123,223,123080,Undirected
123,223,123100,Undirected
123,223,123120,Undirected
448,499,123140,Undirected
116,778,123180,Undirected
123,223,123180,Undirected
778,845,123200,Undirected
123,223,123200,Undirected
123,223,123240,Undirected
119,448,123260,Undirected
150,533,123260,Undirected
123,223,123260,Undirected
150,533,123280,Undirected
123,223,123280,Undirected
222,267,123300,Undirected
123,223,123300,Undirected
119,448,123320,Undirected
222,267,123320,Undirected
123,223,123320,Undirected
119,448,123340,Undirected
150,533,123340,Undirected
123,223,123340,Undirected
150,533,123360,Undirected
271,499,123360,Undirected
123,223,123360,Undirected
150,533,123380,Undirected
123,223,123380,Undirected
123,223,123400,Undirected
150,533,123420,Undirected
123,223,123420,Undirected
134,285,123440,Undirected
123,223,123440,Undirected
150,533,123460,Undirected
123,223,123460,Undirected
123,223,123480,Undirected
134,285,123500,Undirected
123,223,123500,Undirected
134,285,123520,Undirected
123,223,123520,Undirected
123,223,123540,Undirected
116,335,123560,Undirected
123,223,123560,Undirected
116,335,123580,Undirected
116,762,123580,Undirected
134,285,123580,Undirected
131,242,123580,Undirected
123,223,123580,Undirected
123,223,123600,Undirected
123,223,123620,Undirected
123,223,123640,Undirected
123,223,123660,Undirected
123,223,123680,Undirected
123,223,123700,Undirected
131,242,123720,Undirected
123,223,123720,Undirected
123,223,123740,Undirected
123,223,123760,Undirected
271,601,123780,Undirected
123,223,123780,Undirected
123,223,123800,Undirected
123,223,123820,Undirected
123,223,123840,Undirected
123,223,123860,Undirected
134,285,123880,Undirected
123,223,123880,Undirected
134,285,123900,Undirected
123,223,123900,Undirected
123,223,123920,Undirected
119,211,123940,Undirected
123,223,123940,Undirected
123,223,123960,Undirected
123,223,123980,Undirected
120,196,124000,Undirected
123,223,124000,Undirected
120,196,124020,Undirected
131,150,124020,Undirected
123,223,124020,Undirected
120,196,124040,Undirected
131,150,124040,Undirected
123,223,124040,Undirected
120,196,124060,Undirected
131,150,124060,Undirected
123,223,124060,Undirected
120,196,124080,Undirected
131,150,124080,Undirected
123,223,124080,Undirected
131,150,124100,Undirected
123,223,124100,Undirected
131,150,124120,Undirected
134,285,124140,Undirected
511,762,124140,Undirected
131,150,124140,Undirected
15,123,124160,Undirected
131,150,124160,Undirected
15,123,124180,Undirected
131,150,124180,Undirected
131,150,124200,Undirected
131,150,124220,Undirected
131,150,124240,Undirected
131,150,124260,Undirected
120,196,124280,Undirected
131,150,124280,Undirected
120,196,124300,Undirected
131,150,124300,Undirected
271,533,124300,Undirected
120,196,124320,Undirected
131,150,124320,Undirected
271,533,124320,Undirected
131,150,124340,Undirected
131,271,124360,Undirected
150,271,124360,Undirected
131,150,124360,Undirected
150,271,124380,Undirected
150,271,124400,Undirected
150,271,124420,Undirected
150,271,124440,Undirected
150,271,124460,Undirected
150,271,124480,Undirected
222,267,124500,Undirected
150,271,124500,Undirected
222,267,124520,Undirected
150,271,124520,Undirected
150,271,124580,Undirected
150,271,124600,Undirected
150,271,124740,Undirected
150,271,124760,Undirected
150,271,124780,Undirected
222,267,124800,Undirected
150,271,124800,Undirected
150,271,124820,Undirected
150,271,124840,Undirected
131,185,125220,Undirected
271,492,125440,Undirected
211,268,125860,Undirected
120,494,125960,Undirected
120,494,125980,Undirected
120,494,126000,Undirected
120,494,126020,Undirected
120,494,126040,Undirected
120,494,126060,Undirected
120,494,126080,Undirected
120,494,126100,Undirected
120,494,126120,Undirected
120,494,126140,Undirected
120,494,126160,Undirected
120,494,126180,Undirected
120,494,126200,Undirected
120,494,126220,Undirected
120,494,126240,Undirected
120,494,126260,Undirected
285,875,126280,Undirected
120,494,126280,Undirected
120,494,126300,Undirected
120,494,126320,Undirected
119,448,126380,Undirected
120,494,126380,Undirected
119,448,126400,Undirected
120,494,126560,Undirected
120,494,126580,Undirected
120,494,126600,Undirected
120,494,126620,Undirected
120,494,126640,Undirected
222,267,126700,Undirected
120,494,126700,Undirected
511,771,126720,Undirected
120,494,126720,Undirected
120,494,126740,Undirected
209,875,126800,Undirected
154,939,126880,Undirected
335,771,126960,Undirected
95,120,127020,Undirected
95,120,127040,Undirected
95,120,127060,Undirected
95,205,127080,Undirected
119,804,127140,Undirected
95,205,127280,Undirected
95,311,127420,Undirected
95,311,127500,Undirected
95,311,127520,Undirected
95,311,127560,Undirected
95,311,127580,Undirected
95,311,127600,Undirected
95,311,127620,Undirected
95,311,127640,Undirected
95,311,127660,Undirected
95,311,127680,Undirected
95,311,127700,Undirected
120,196,127720,Undirected
95,311,127720,Undirected
95,311,127740,Undirected
95,311,127760,Undirected
95,311,127780,Undirected
95,311,127800,Undirected
95,311,127820,Undirected
95,311,127840,Undirected
95,311,127860,Undirected
95,311,127880,Undirected
95,311,127900,Undirected
95,311,127920,Undirected
95,311,127940,Undirected
95,311,127960,Undirected
95,311,127980,Undirected
119,448,128000,Undirected
95,311,128000,Undirected
95,311,128020,Undirected
95,311,128040,Undirected
95,311,128060,Undirected
95,311,128080,Undirected
95,311,128100,Undirected
95,311,128120,Undirected
95,311,128140,Undirected
95,311,128160,Undirected
95,311,128180,Undirected
95,311,128200,Undirected
119,448,128220,Undirected
95,311,128220,Undirected
95,311,128240,Undirected
95,311,128260,Undirected
95,311,128280,Undirected
95,311,128300,Undirected
95,311,128320,Undirected
95,311,128340,Undirected
95,311,128360,Undirected
95,311,128380,Undirected
95,311,128400,Undirected
95,311,128420,Undirected
95,311,128440,Undirected
95,311,128460,Undirected
95,311,128480,Undirected
119,448,128500,Undirected
95,311,128500,Undirected
119,448,128520,Undirected
95,311,128520,Undirected
95,311,128540,Undirected
119,448,128560,Undirected
95,311,128560,Undirected
95,311,128580,Undirected
95,311,128600,Undirected
95,311,128620,Undirected
95,311,128640,Undirected
119,448,128660,Undirected
95,311,128660,Undirected
95,311,128680,Undirected
95,311,128700,Undirected
95,311,128720,Undirected
95,311,128740,Undirected
95,311,128760,Undirected
95,311,128780,Undirected
119,762,128800,Undirected
119,762,128840,Undirected
119,762,128860,Undirected
119,762,128940,Undirected
95,311,128960,Undirected
95,311,128980,Undirected
95,311,129000,Undirected
95,311,129020,Undirected
95,311,129040,Undirected
95,311,129060,Undirected
95,311,129080,Undirected
95,311,129100,Undirected
95,311,129120,Undirected
95,311,129140,Undirected
95,311,129160,Undirected
95,311,129180,Undirected
95,311,129200,Undirected
95,311,129220,Undirected
131,778,129240,Undirected
95,311,129240,Undirected
95,311,129260,Undirected
335,762,129480,Undirected
335,762,129540,Undirected
63,481,130040,Undirected
63,481,130120,Undirected
131,751,130780,Undirected
79,222,130860,Undirected
762,771,131380,Undirected
80,826,131520,Undirected
79,826,131520,Undirected
271,481,131740,Undirected
762,771,131760,Undirected
762,771,131780,Undirected
494,765,132460,Undirected
762,771,133300,Undirected
335,771,133320,Undirected
196,311,133400,Undirected
196,311,133520,Undirected
196,311,133560,Undirected
196,311,133720,Undirected
63,481,133760,Undirected
63,481,133780,Undirected
63,481,133800,Undirected
335,771,133860,Undirected
762,771,133860,Undirected
63,481,133920,Undirected
63,481,133940,Undirected
196,223,133960,Undirected
63,481,133960,Undirected
196,311,133960,Undirected
196,223,133980,Undirected
63,481,133980,Undirected
196,311,133980,Undirected
63,481,134000,Undirected
63,481,134020,Undirected
63,481,134040,Undirected
63,481,134060,Undirected
63,481,134080,Undirected
63,481,134120,Undirected
196,311,134160,Undirected
63,481,134180,Undirected
63,481,134200,Undirected
196,223,134220,Undirected
196,311,134240,Undirected
63,481,134260,Undirected
223,311,134260,Undirected
63,481,134280,Undirected
196,311,134280,Undirected
63,481,134300,Undirected
63,481,134320,Undirected
63,481,134340,Undirected
196,311,134340,Undirected
63,481,134360,Undirected
265,751,134380,Undirected
63,481,134380,Undirected
265,751,134400,Undirected
63,481,134400,Undirected
265,751,134420,Undirected
63,481,134420,Undirected
265,751,134440,Undirected
63,481,134440,Undirected
63,481,134460,Undirected
196,223,134480,Undirected
196,223,134500,Undirected
63,481,134500,Undirected
196,223,134520,Undirected
63,481,134520,Undirected
196,223,134540,Undirected
63,481,134540,Undirected
196,223,134560,Undirected
63,481,134560,Undirected
196,223,134580,Undirected
63,481,134580,Undirected
56,265,134580,Undirected
265,751,134600,Undirected
196,223,134600,Undirected
63,481,134600,Undirected
196,223,134620,Undirected
63,481,134620,Undirected
196,223,134640,Undirected
63,481,134640,Undirected
196,223,134660,Undirected
63,481,134660,Undirected
196,223,134680,Undirected
63,481,134680,Undirected
196,223,134700,Undirected
63,481,134700,Undirected
751,778,134700,Undirected
63,481,134720,Undirected
63,481,134740,Undirected
63,481,134760,Undirected
56,205,134760,Undirected
95,223,134760,Undirected
63,481,134780,Undirected
56,205,134780,Undirected
63,481,134800,Undirected
56,205,134800,Undirected
265,751,134820,Undirected
271,601,134820,Undirected
153,492,134820,Undirected
56,205,134820,Undirected
271,601,134840,Undirected
63,481,134840,Undirected
56,819,134860,Undirected
210,826,134860,Undirected
17,496,134860,Undirected
265,751,134880,Undirected
63,481,134880,Undirected
63,481,134900,Undirected
265,751,134920,Undirected
63,481,134920,Undirected
120,267,134920,Undirected
265,751,134940,Undirected
63,481,134940,Undirected
448,939,134940,Undirected
63,481,134960,Undirected
56,819,134980,Undirected
63,481,134980,Undirected
80,153,134980,Undirected
63,481,135000,Undirected
209,210,135000,Undirected
39,79,135020,Undirected
63,481,135020,Undirected
63,481,135040,Undirected
63,481,135060,Undirected
153,271,135100,Undirected
56,819,135120,Undirected
56,819,135140,Undirected
196,223,135160,Undirected
63,481,135180,Undirected
63,481,135280,Undirected
56,205,135320,Undirected
56,205,135340,Undirected
56,819,135360,Undirected
196,223,135360,Undirected
63,481,135360,Undirected
196,223,135380,Undirected
56,819,135400,Undirected
196,223,135400,Undirected
63,481,135400,Undirected
196,223,135420,Undirected
63,481,135420,Undirected
196,223,135440,Undirected
63,481,135440,Undirected
196,223,135460,Undirected
63,481,135460,Undirected
196,223,135480,Undirected
63,481,135480,Undirected
196,223,135500,Undirected
63,481,135500,Undirected
196,223,135520,Undirected
63,481,135520,Undirected
63,481,135540,Undirected
63,481,135560,Undirected
63,116,135580,Undirected
194,311,135620,Undirected
63,116,135620,Undirected
63,116,135640,Undirected
120,205,135660,Undirected
63,116,135660,Undirected
63,116,135680,Undirected
63,481,135700,Undirected
120,494,135700,Undirected
63,116,135700,Undirected
56,786,135720,Undirected
63,116,135720,Undirected
56,786,135740,Undirected
120,494,135740,Undirected
63,481,135760,Undirected
63,116,135760,Undirected
63,481,135780,Undirected
63,116,135780,Undirected
63,481,135800,Undirected
63,116,135800,Undirected
63,481,135820,Undirected
120,494,135820,Undirected
63,116,135820,Undirected
63,481,135840,Undirected
120,494,135840,Undirected
63,116,135840,Undirected
63,481,135860,Undirected
120,494,135860,Undirected
63,116,135860,Undirected
196,222,135860,Undirected
63,481,135880,Undirected
63,116,135880,Undirected
120,494,135900,Undirected
196,222,135900,Undirected
120,494,135920,Undirected
120,494,135940,Undirected
63,116,135940,Undirected
120,494,135960,Undirected
120,494,135980,Undirected
63,481,136000,Undirected
120,494,136000,Undirected
63,116,136020,Undirected
63,481,136040,Undirected
120,494,136040,Undirected
63,116,136040,Undirected
63,481,136060,Undirected
123,253,136060,Undirected
120,494,136060,Undirected
63,116,136060,Undirected
63,481,136080,Undirected
63,116,136080,Undirected
63,481,136100,Undirected
63,116,136100,Undirected
63,116,136120,Undirected
63,481,136140,Undirected
63,116,136140,Undirected
63,481,136160,Undirected
63,116,136160,Undirected
63,481,136180,Undirected
120,494,136180,Undirected
63,116,136180,Undirected
63,481,136200,Undirected
80,311,136200,Undirected
120,494,136200,Undirected
63,116,136200,Undirected
63,481,136220,Undirected
120,494,136220,Undirected
63,116,136220,Undirected
63,481,136240,Undirected
271,492,136240,Undirected
120,494,136240,Undirected
63,116,136240,Undirected
63,481,136260,Undirected
153,271,136260,Undirected
120,494,136260,Undirected
63,116,136260,Undirected
63,481,136280,Undirected
120,494,136280,Undirected
63,116,136280,Undirected
120,494,136300,Undirected
63,116,136300,Undirected
63,481,136320,Undirected
120,494,136320,Undirected
63,116,136320,Undirected
222,223,136340,Undirected
120,494,136340,Undirected
63,116,136340,Undirected
63,481,136360,Undirected
153,271,136360,Undirected
120,494,136360,Undirected
222,311,136380,Undirected
120,494,136380,Undirected
222,311,136400,Undirected
116,222,136400,Undirected
95,194,136400,Undirected
119,448,136420,Undirected
95,194,136420,Undirected
119,448,136440,Undirected
95,194,136440,Undirected
222,431,136460,Undirected
119,448,136460,Undirected
63,481,136460,Undirected
95,194,136460,Undirected
119,448,136480,Undirected
335,762,136540,Undirected
63,481,136560,Undirected
63,481,136580,Undirected
63,481,136600,Undirected
63,481,136620,Undirected
335,762,136620,Undirected
63,481,136640,Undirected
63,481,136680,Undirected
56,819,136720,Undirected
63,481,136720,Undirected
56,194,136720,Undirected
56,819,136740,Undirected
63,481,136740,Undirected
56,194,136740,Undirected
63,481,136760,Undirected
63,481,136780,Undirected
63,481,136820,Undirected
63,481,136860,Undirected
265,751,136900,Undirected
95,253,136940,Undirected
123,172,136960,Undirected
123,172,136980,Undirected
335,762,137000,Undirected
63,499,137040,Undirected
335,762,137040,Undirected
63,499,137060,Undirected
